ts_code,exchange,question_id,question_time,answer_time,question,answer,answer_class,theme,story_read,proof_needed,credibility,source_url,source_type
000528.SZ,szse,2278368937475637248,2026-05-28,2026-06-05,刚刚徐工公告又要实施回购注销了！这是徐工第N次回购了，作为柳工小股东除了羡慕还是很希望同为国企的柳工在市值管理这方面能够好好向徐工学习并效仿！这就是每股收益比柳工低股价却能够赶上并稳稳的超过柳工的原因！,您好！感谢您的建议。公司持续关注市场变化情况，会在综合考虑公司具体情况后，采取合理措施实现市值管理目标。谢谢！,non-committal,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",weak-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2278368937475637248,cninfo_irm
000528.SZ,szse,2276934057621520384,2026-05-26,2026-06-05,董秘，您好！山推26年挖掘机销售目标12000台，请问柳工目标销售多少台？经过多年的发展，柳工与山推，山河的差距越来越小，与中联徐工三一差距越来越大！山推市值都快赶上柳工了，26年之前的十几年里，徐工山推的股价从来都没曾试过超过柳工，可如今？另外，很想知道为何柳工的净利润率是行业最低的？董秘能详细说说原因吗？以后有什么举措可有效提高公司的净利润率？,您好！公司始终以打造良好市场生态为己任，并不以销量或市占率为唯一考核目标，而是通过有竞争力的产品组合为客户提供总持有成本最优的解决方案，打造值得客户信赖的高价值品牌。受区域、政策、人才及规模等多种内外部因素影响，公司与行业头部企业确实在盈利能力上有一定差距，后续公司将正视不足，直面问题，通过强化对标，实施精细化管控，对重点部门重点资源倾斜，加强预算管控，加速数字化赋能，实现整体盈利水平和资产质量的同步提升，谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2276934057621520384,cninfo_irm
000528.SZ,szse,2272289488557686784,2026-05-20,2026-06-02,公司宣传的都很好，但是股价却是跌跌不休，近期更是在牛市中跌破了净资产，请问贵司考虑过市值管理吗？能否考虑回购股份注销以提振二级市场信心呢？,您好！感谢您的建议。股价走势受市场资金偏好、经营环境变化等多重因素影响，短期可能出现一定波动，公司充分理解投资者的关切与诉求。公司一方面积极努力去实现年度预算的经营目标，同时将结合实际经营、现金流等情况，统筹考虑并合理运用多种资本运作方式，努力推动市值合理成长。我们始终坚信瑕不掩瑜。谢谢！,non-committal,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",weak-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2272289488557686784,cninfo_irm
000528.SZ,szse,2278766651427373056,2026-05-29,2026-06-02,柳工是我国工程机械的龙头企业之一，也是工程机械行业的优秀上市公司之一，但在目前工程机械行业上市公司中却是唯一一家股价低于每股净资产的。近日同为工程机械龙头企业的徐工机械公告：以不低于15元回购股份并注销，这个回购价格远高于其每股净资产。作为贵公司卑微小股东，请问柳工管理当局：是否考虑以远低于每股净资产的价格回购股份并注销，以实现控股股东的利益最大化？,您好！关于股价问题，请参见前述问题的回复。感谢您的建议！,non-committal,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",weak-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2278766651427373056,cninfo_irm
000528.SZ,szse,2278751301416521728,2026-05-29,2026-06-02,近期公司股价大幅下跌，已跌破净资产，请问公司5月份的订单和生产情况如何，是否出现下滑？另外同行徐工已在市场回购注销股份，鉴于行业周期好转，公司经营质量不断向上，公司股价远远低于公司价值，贵司是否会考虑回购注销，以提振市场信心，促进公司价值回归？,您好！感谢您的建议。公司高层一直在关注股价表现，并在努力采取措施。类似问题请参见前述详细回复。谢谢！,non-committal,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",weak-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2278751301416521728,cninfo_irm
000528.SZ,szse,2277684233789308928,2026-05-27,2026-06-02,"您好，辛苦各位领导的答复！
听闻近期我司与某电池企业及院校共同合作研发工程机械类固态电池，并计划2027年开始装车？",您好！在柳工最近一期创新大会上，某合作方与柳工股份正式签署合作协议，双方将围绕工程机械用固态电池系统关键技术开展联合研发与产业化应用，共同推动工程装备向绿色化、高端化与智能化加速跃迁。双方的战略协同，将打通从电芯—系统—整机—应用场景的全链条闭环：柳工提供成熟整机平台与多元化应用场景，合作方提供高性能固态电池系统解决方案，双方联合推进产品验证与规模化落地。目前双方合作处于初始筹划阶段，暂无明确的装车时间表。请您注意投资风险。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2277684233789308928,cninfo_irm
000528.SZ,szse,2272321872611098624,2026-05-20,2026-06-02,现在柳工，股价已低于净资产值  二级市场上有许多长期看好柳工的融资投资者 因股价原因被迫清仓  公司是否有具体有效措施提振股价？比如现金回购 不与低价进行下次股权激励   承诺具体有效提振股价的措施 等等  进行有效的市值管理,您好！感谢您的建议。请参考上一条问题的回复。谢谢！,non-committal,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",weak-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2272321872611098624,cninfo_irm
000528.SZ,szse,2277447177542918144,2026-05-27,2026-06-01,董秘您好，我是公司的一名投资者，公司工程机械主业景气修复，海外营收占比提升，盈利具备稳定性，账面资金充足。目前公司股价处于低位，市净率偏低，明显低估。依据公司市值管理相关制度，恳请管理层研究新一轮股份回购方案，建议明确回购金额区间、价格上限，回购股份可考虑注销提升股东回报，或绑定员工激励，传递长期信心，维护中小投资者利益，辛苦回复。,您好！感谢您的建议！公司制定了“十五五”市值管理规划，并集股东及公司各方面资源，通过项目管理方式逐项进行落实。鉴于市场情况，公司将结合经营情况、资产状况、资本运作方式等研究合规实施相关市值管理举措的可选项。公司如有相应举措将合法合规履行审批流程及信息披露义务。谢谢！,non-committal,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",weak-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2277447177542918144,cninfo_irm
000528.SZ,szse,2276851886489604096,2026-05-26,2026-05-29,您好！董秘：柳工债转股是按现在的市场137元左右转，还是按发行价100面值转股？谢谢你！,您好！您说的应是可转债的赎回价格而非转股价格。根据公司2023年披露的《向不特定对象发行可转换公司债券募集说明书》约定，柳工转2到期赎回价格为112元（含最后一期利息）；如在柳工转2转股期内触发有条件赎回条款，公司有权按照债券面值（100元）加当期应计利息的价格赎回全部或部分未转股的可转债，具体请您查看公司相关公告并注意投资风险。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2276851886489604096,cninfo_irm
000528.SZ,szse,2276576166566805504,2026-05-26,2026-05-29,"感谢近期柳工各位领导在百忙之中回答我们股东的提问，柳工也是目前为止我所接触到的信息反馈最及时，消息最准确的企业了。感谢你们的支持。我们股东也永远支持你们。
除此之外，平陆运河也即将在今年9月开通，由于柳工是内陆企业长期以来运输成本一直影响企业发展，如果平陆运河开通后是否真的会对企业产生非常积极的影响，是否会大大降低我司运输成本？我司对此是否有一定计划？",您好！感谢您对公司的认可！平陆运河作为西部陆海新通道骨干工程，建成后将实现西江航道与北部湾国际枢纽港直接贯通，成为西南地区最短出海通道。对柳工这样的全球化企业来说将新增一条面向东南亚各国更经济的物流运输线路，有助于降低物流成本，提升区域的竞争能力。公司会积极优化运输路线，充分发挥运河效能。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2276576166566805504,cninfo_irm
000528.SZ,szse,2276196396988432384,2026-05-25,2026-05-29,尊敬的董秘您好！我们知道，超低温材料应用领域广泛。请问，贵司在LNG超低温锚固系统的市占率，是否验证了贵司在超低温材料领域的技术积淀非常深厚？谢谢！,您好！超低温锚固系统与普通锚固系统的不同之处在于需要在-196度条件下做静载试验，以确定性能能够满足要求。公司控股子公司欧维姆从2006年开始研发，经过技术团队的不懈努力，开发出了超低温锚固系统并于2012年成功运用于LNG项目，打破了国外产品对我国市场的垄断。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2276196396988432384,cninfo_irm
000528.SZ,szse,2271778112571555840,2026-05-19,2026-05-27,您好，近日看到我司官方抖音号于19日发布内容“未来已来，柳工装卸机月球版”太空版并看到了新型的未来型装卸机。从暂时透露的几个画面中能看到电子倒车镜，全封闭的驾驶室，无人控制等都能看出来柳工对于未来装备发展积极进取的意志。我想如果未来真的有太空采矿柳工一定不会缺席的。另外请问这个设备是不是会量产？还是说只是概念？其无人化，智能化，和全隔绝驾驶室是否也是代表了特定环境或者极限工况下的新型无人产品即将发,您好！您所看到的机型是柳工的新型无人装载机820TE。这是一台用于展示的车型，它搭载了许多工程机械领域的前沿技术，体现了柳工独一无二的技术实力，目前可以根据客户需求定制生产。其中的驾驶舱并不是全封闭驾驶舱，而是无驾驶舱的设计，以实现完全人车分离的作业。视频中的“太空”概念主要是服务于科技感的包装，并不涉及太空作业。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2271778112571555840,cninfo_irm
000528.SZ,szse,2272092435656564736,2026-05-20,2026-05-25,公司目前股价以低于净资产，请问公司经审计的资产是否虚增？是否隐瞒表外损失？公司管理当局预计股价低于净资产多长时间而不会被国资部门问责？,您好！公司2025年度财务报告已经安永华明会计师事务所审计并出具标准无保留意见，公司始终严格遵守《企业会计准则》《上市公司信息披露管理办法》等制度规范要求编制包括财务报告在内的定期报告并如实披露，不存在故意隐瞒或虚假陈述的情况。同时，根据独立性原则，上市公司并非地方国资委的直接考核对象。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2272092435656564736,cninfo_irm
000528.SZ,szse,2275272558093123584,2026-05-24,2026-05-25,你好，请问我司为何近期电动化产品订单生产周期较2025年延长了10天？是产能不足还是受地震影响？去年虽然排产紧张但也没达到这种程度吧？,您好！公司目前生产经营一切正常，根据产品类型、配置及客户的不同公司会对订单生产周期进行一定调整，但均严格遵循合同规定及时向客户提供符合要求的高品质产品。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2275272558093123584,cninfo_irm
000528.SZ,szse,2274372874113761280,2026-05-23,2026-05-25,请问我司海外收入占比，和增速分别是多少？,您好！公司2025年度海外收入占总营业收入的47.65%，同比增加14.78%；2026年一季度海外收入占比超过50%，同比保持了稳定增长。相关数据请关注公司发布的定期报告，谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2274372874113761280,cninfo_irm
000528.SZ,szse,2274516309039996928,2026-05-23,2026-05-25,尊敬的董秘您好！请问火箭回收阻拦系统，是否比贵司的预张力系统更高级？谢谢！,您好！公司业务暂不涉及火箭回收阻拦系统。谢谢！,substantive,commercial-space,space linkage / investee optionality,"ownership, monetization, or investee milestone still needs filing support",higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2274516309039996928,cninfo_irm
000528.SZ,szse,2274334185048358912,2026-05-23,2026-05-25,你好，从我司部分年报中能够看到，分公司欧维姆年销售额在25亿左右，利润大概1.8亿，利润远高于竞争对手巨力索具。从技术和项目角度来看我司已经有了中国航天天眼项目，技术上也有3000Mpa碳纤维产品，请问为何不拓展增加航天领域和火箭回收领域项目？以促进柳工集团整体业绩的增长？,您好，感谢您的建议！公司控股子公司柳州欧维姆机械股份有限公司是中国预应力行业的头部企业，产品和服务广泛应用于桥梁、建筑、风电、核电、光伏、水利等基础设施领域，近年来营收利润均实现了稳步增长。公司未来将密切关注潜在的市场发展机会以及技术的拓展空间，也会持续根据市场需求调整研发方向，追求业绩增长。谢谢！,non-committal,commercial-space,space linkage / investee optionality,"ownership, monetization, or investee milestone still needs filing support",weak-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2274334185048358912,cninfo_irm
